ens_gene,Symbol,Uniq_syms,entrez,Gene_name,1_00_2day,2_00_2day,3_00_2day,1_05_2day,2_05_2day,3_05_2day,1_20_2day,2_20_2day,3_20_2day,1_40_2day,2_40_2day,3_40_2day
ENSG00000224877.4,NDUFAF8,NDUFAF8,284184,NADH:ubiquinone oxidoreductase complex assembly factor 8,993,1183,1516,1290,1700,791,1128,1190,1109,1286,1253,1241
ENSG00000157637.13,SLC38A10,SLC38A10,124565,solute carrier family 38 member 10,2506,2457,3455,2749,3716,2371,2631,2571,1853,1911,2572,878
ENSG00000276101.1,NA,ENSG00000276101.1,NA,NA,17,12,12,15,16,6,7,9,16,12,14,7
ENSG00000287431.1,NA,ENSG00000287431.1,NA,NA,44,58,71,67,60,54,47,38,31,26,33,10
ENSG00000262877.5,NA,ENSG00000262877.5,NA,NA,7,6,15,7,11,10,11,3,10,2,1,0
ENSG00000266074.8,BAHCC1,BAHCC1,57597,BAH domain and coiled-coil containing 1,523,527,719,524,637,554,466,443,320,336,413,149
ENSG00000279692.1,NA,ENSG00000279692.1,NA,NA,11,21,34,24,19,15,17,20,12,21,10,17
ENSG00000184009.12,ACTG1,ACTG1,71,actin gamma 1,245202,246248,304715,243515,316309,258172,224968,238626,188374,180148,242621,91723
ENSG00000229848.1,NA,ENSG00000229848.1,NA,NA,2,2,1,1,3,1,3,0,3,2,0,1
ENSG00000186765.11,FSCN2,FSCN2,25794,"fascin actin-bundling protein 2, retinal",3,2,7,2,5,5,1,1,2,3,4,4
ENSG00000185504.17,FAAP100,FAAP100,80233,FA core complex associated protein 100,1208,1296,1544,1262,1737,937,1141,1132,809,1049,1206,223
ENSG00000182446.14,NPLOC4,NPLOC4,55666,"NPL4 homolog, ubiquitin recognition factor",9648,9836,13141,9839,14046,10472,10751,10793,8992,8528,11434,4788
ENSG00000182612.10,TSPAN10,TSPAN10,83882,tetraspanin 10,267,272,337,305,424,232,277,258,204,264,340,80
ENSG00000185527.12,PDE6G,PDE6G,5148,phosphodiesterase 6G,28,24,15,20,19,9,18,9,7,15,24,4
ENSG00000204237.5,OXLD1,OXLD1,339229,oxidoreductase like domain containing 1,291,365,503,438,521,245,289,307,256,316,279,185
ENSG00000185298.13,CCDC137,CCDC137,339230,coiled-coil domain containing 137,2571,2561,3497,2643,3535,2458,2480,2642,2118,2244,2620,1419
ENSG00000214087.8,ARL 16.00,ARL 16.00,339231,ADP ribosylation factor like GTPase 16,1029,1114,1476,1113,1542,1100,1137,1115,1022,995,1228,677
ENSG00000185359.13,HGS,HGS,9146,hepatocyte growth factor-regulated tyrosine kinase substrate,4480,4465,6100,4990,6465,4556,5093,5376,4030,4992,6389,2258
ENSG00000275902.1,NA,ENSG00000275902.1,NA,NA,6,8,10,4,19,13,5,15,13,8,8,11
ENSG00000262049.1,NA,ENSG00000262049.1,NA,NA,81,108,118,74,98,80,73,82,72,66,107,36
ENSG00000262814.8,MRPL12,MRPL12,6182,mitochondrial ribosomal protein L12,212,200,267,254,389,107,201,224,128,205,208,72
ENSG00000183048.12,SLC25A10,SLC25A10,1468,solute carrier family 25 member 10,161,188,204,157,254,110,145,151,100,125,138,26
ENSG00000225663.8,MCRIP1,MCRIP1,348262,MAPK regulated corepressor interacting protein 1,1729,1974,2573,2109,2929,1060,1891,1833,1282,1824,1940,359
ENSG00000185624.15,P4HB,P4HB,5034,prolyl 4-hydroxylase subunit beta,32809,33663,41244,34550,45353,33233,30644,31848,25808,23837,32662,14080
ENSG00000262831.1,NA,ENSG00000262831.1,NA,NA,31,37,51,45,51,20,28,33,20,21,30,35
ENSG00000278876.1,NA,ENSG00000278876.1,NA,NA,3,2,3,1,0,2,4,1,2,0,1,1
ENSG00000262413.1,NA,ENSG00000262413.1,NA,NA,39,54,54,42,52,27,47,38,26,33,39,18
ENSG00000141522.12,ARHGDIA,ARHGDIA,396,Rho GDP dissociation inhibitor alpha,20890,20603,28779,21326,27179,20959,20795,22000,15998,18772,25383,6904
ENSG00000263731.1,NA,ENSG00000263731.1,NA,NA,372,328,482,303,369,402,328,343,367,353,372,294
ENSG00000183684.8,ALYREF,ALYREF,10189,Aly/REF export factor,5832,6276,8098,6226,8569,5742,6030,6052,5143,5240,6090,4461
ENSG00000141552.17,ANAPC11,ANAPC11,51529,anaphase promoting complex subunit 11,2188,2467,3353,2593,3292,1703,2135,2419,1793,2231,2224,1023
ENSG00000183979.8,NPB,NPB,256933,neuropeptide B,9,12,13,14,23,8,12,7,4,8,12,4
ENSG00000185813.10,PCYT2,PCYT2,5833,"phosphate cytidylyltransferase 2, ethanolamine",2763,2832,3803,3207,4249,2358,2669,2828,2169,2118,2580,1099
ENSG00000187531.14,SIRT7,SIRT7,51547,sirtuin 7,994,980,1600,1120,1468,938,1026,1021,995,945,963,412
ENSG00000197063.11,MAFG,MAFG,4097,MAF bZIP transcription factor G,2048,1919,2613,2270,3293,2597,3483,3372,2859,3088,3927,1765
ENSG00000264769.1,NA,ENSG00000264769.1,NA,NA,0,1,3,0,4,0,2,4,3,3,1,0
ENSG00000265688.2,MILIP,MILIP,92659,MYC inducible lncRNA inactivating p53,72,78,103,92,101,66,56,91,61,80,63,31
ENSG00000183010.17,PYCR1,PYCR1,5831,pyrroline-5-carboxylate reductase 1,2730,2933,3797,2962,4071,2091,2390,2631,2122,2109,2456,655
ENSG00000263585.1,NA,ENSG00000263585.1,NA,NA,4,7,6,4,9,3,5,1,4,2,7,4
ENSG00000185269.12,NOTUM,NOTUM,147111,"notum, palmitoleoyl-protein carboxylesterase",17,11,6,5,12,8,1,5,3,2,4,1
ENSG00000169696.16,ASPSCR1,ASPSCR1,79058,"ASPSCR1 tether for SLC2A4, UBX domain containing",754,773,1046,839,1138,679,760,771,593,728,820,382
ENSG00000169689.15,CENPX,CENPX,201254,centromere protein X,1475,1524,2106,1493,2226,1051,1312,1430,988,1218,1261,714
ENSG00000169683.8,LRRC45,LRRC45,201255,leucine rich repeat containing 45,833,858,1204,947,1193,671,653,718,558,556,627,260
ENSG00000169750.9,RAC3,RAC3,5881,Rac family small GTPase 3,771,853,1254,1022,1211,697,685,753,738,728,758,249
ENSG00000169738.8,DCXR,DCXR,51181,dicarbonyl and L-xylulose reductase,1335,1365,1827,1461,2068,938,1212,1247,933,1154,1286,723
ENSG00000279372.1,NA,ENSG00000279372.1,NA,NA,5,13,12,9,6,5,0,5,4,3,1,3
ENSG00000264569.1,DCXR-DT,DCXR-DT,113523640,DCXR divergent transcript,5,3,6,13,1,7,2,1,2,1,2,1
ENSG00000169733.12,RFNG,RFNG,5986,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,564,526,739,699,896,516,645,662,414,684,678,155
ENSG00000169727.12,GPS1,GPS1,2873,G protein pathway suppressor 1,3930,4156,5507,4440,6245,3604,4242,4698,3294,4363,5320,2019
ENSG00000169718.18,DUS1L,DUS1L,64118,dihydrouridine synthase 1 like,1836,1682,2246,1949,2671,1517,1867,1822,1346,1761,2037,606
ENSG00000169710.9,FASN,FASN,2194,fatty acid synthase,9895,9235,12368,10619,13650,9328,8650,8941,5297,6614,9474,2031
ENSG00000176155.19,CCDC57,CCDC57,284001,coiled-coil domain containing 57,256,237,453,327,402,336,269,264,245,286,302,138
ENSG00000264548.1,NA,ENSG00000264548.1,NA,NA,3,1,1,1,4,0,2,2,3,1,1,1
ENSG00000141526.16,SLC16A3,SLC16A3,9123,solute carrier family 16 member 3,8594,8865,11798,9302,12010,6627,7597,8092,5328,6625,8243,1807
ENSG00000141551.14,CSNK1D,CSNK1D,1453,casein kinase 1 delta,6864,6783,9265,6820,8874,7327,6883,7170,5860,5827,7488,3323
ENSG00000275888.1,NA,ENSG00000275888.1,NA,NA,1,7,6,4,3,5,5,6,1,2,11,7
ENSG00000280407.2,NA,ENSG00000280407.2,NA,NA,19,13,21,16,16,18,15,19,12,12,16,15
ENSG00000287737.1,NA,ENSG00000287737.1,NA,NA,16,11,20,22,21,16,14,11,14,11,10,7
ENSG00000265692.1,LINC01970,LINC01970,101929511,long intergenic non-protein coding RNA 1970,9,8,11,5,6,12,4,9,4,2,2,0
ENSG00000260563.3,NA,ENSG00000260563.3,NA,NA,36,30,41,31,32,35,29,26,31,27,26,23
ENSG00000173762.8,CD7,CD7,924,CD7 molecule,7,11,16,7,7,4,9,4,2,6,2,2
ENSG00000141574.8,SECTM1,SECTM1,6398,secreted and transmembrane 1,1927,2100,2670,1883,2394,1459,1199,1297,889,855,1071,518
ENSG00000182459.5,TEX19,TEX19,400629,testis expressed 19,2,3,6,5,8,4,3,2,4,2,3,3
ENSG00000181396.13,OGFOD3,OGFOD3,79701,2-oxoglutarate and iron dependent oxygenase domain containing 3,1234,1207,1703,1370,1761,1201,1403,1404,1127,1103,1474,629
ENSG00000264812.1,NA,ENSG00000264812.1,NA,NA,1,3,3,2,2,6,2,1,7,1,6,5
ENSG00000169660.16,HEXD,HEXD,284004,hexosaminidase D,272,262,422,322,438,316,249,241,208,206,232,116
ENSG00000279066.1,NA,ENSG00000279066.1,NA,NA,4,2,11,4,1,8,2,4,5,4,0,4
ENSG00000178927.18,CYBC1,CYBC1,79415,cytochrome b-245 chaperone 1,1634,1658,2189,1791,2438,1622,1640,1655,1387,1429,1740,672
ENSG00000287193.1,NA,ENSG00000287193.1,NA,NA,1,3,2,2,6,1,0,3,1,2,2,0
ENSG00000265458.2,NARF-AS2,NARF-AS2,105371941,NARF antisense RNA 2,57,52,68,45,69,58,34,29,38,38,52,45
ENSG00000141562.18,NARF,NARF,26502,nuclear prelamin A recognition factor,2120,2198,2835,2180,2908,2222,1957,1916,1898,1586,2042,1101
ENSG00000279744.1,NA,ENSG00000279744.1,NA,NA,3,4,11,6,11,6,4,4,5,3,2,6
ENSG00000266236.1,NA,ENSG00000266236.1,NA,NA,5,4,12,4,12,8,2,1,2,5,4,1
ENSG00000141568.21,FOXK2,FOXK2,3607,forkhead box K2,4895,4954,6269,5030,6609,5974,5170,5316,4588,4342,5976,3514
ENSG00000262652.1,NA,ENSG00000262652.1,NA,NA,1,6,8,7,6,7,5,2,4,5,2,3
ENSG00000261845.2,NA,ENSG00000261845.2,NA,NA,5,7,0,6,5,5,2,5,0,0,5,4
ENSG00000141580.16,WDR45B,WDR45B,56270,WD repeat domain 45B,7023,7019,9294,6912,9858,7934,7257,7116,6916,5980,7808,4197
ENSG00000279613.1,NA,ENSG00000279613.1,NA,NA,1,4,4,2,2,2,1,0,1,4,2,3
ENSG00000141542.11,RAB40B,RAB40B,10966,"RAB40B, member RAS oncogene family",626,643,882,643,924,780,674,651,730,542,759,534
ENSG00000263063.1,LOC101929552,LOC101929552,101929552,uncharacterized LOC101929552,1,2,1,1,3,5,4,5,3,3,1,1
ENSG00000141560.15,FN3KRP,FN3KRP,79672,fructosamine 3 kinase related protein,3450,3536,4413,3420,4768,3788,3706,3663,3462,3124,4242,2385
ENSG00000167363.14,FN3K,FN3K,64122,fructosamine 3 kinase,385,354,570,474,503,468,396,449,352,325,526,302
ENSG00000262410.1,NA,ENSG00000262410.1,NA,NA,1,0,5,1,3,6,6,2,1,5,5,1
ENSG00000141556.21,TBCD,TBCD,6904,tubulin folding cofactor D,3374,3246,3979,3397,4645,3660,3590,3673,2756,3039,4121,1312
ENSG00000262663.1,NA,ENSG00000262663.1,NA,NA,1,0,3,4,5,5,2,1,2,3,4,2
ENSG00000175711.8,B3GNTL1,B3GNTL1,146712,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",157,168,209,176,244,158,150,178,126,158,207,97
ENSG00000176845.13,METRNL,METRNL,284207,"meteorin like, glial cell differentiation regulator",1736,1746,2289,1807,2580,1600,2072,2068,1416,2148,2629,1414
ENSG00000274370.1,NA,ENSG00000274370.1,NA,NA,3,3,8,5,8,1,5,9,2,10,7,0
ENSG00000261888.1,NA,ENSG00000261888.1,NA,NA,24,21,22,16,25,35,13,16,8,18,25,8
ENSG00000232938.2,RPL23AP87,RPL23AP87,388574,ribosomal protein L23a pseudogene 87,0,4,1,3,4,2,2,2,7,3,3,2
ENSG00000263006.6,NA,ENSG00000263006.6,NA,NA,5,8,15,8,4,7,9,7,10,9,9,7
ENSG00000101557.15,USP14,USP14,9097,ubiquitin specific peptidase 14,6047,6125,7544,6202,8551,8359,6958,6797,7962,6112,8339,6164
ENSG00000079134.12,THOC1,THOC1,9984,THO complex subunit 1,1872,1765,2508,1931,2479,2182,2009,1842,2406,1831,2063,2711
ENSG00000263884.1,NA,ENSG00000263884.1,NA,NA,4,5,7,2,1,5,0,1,1,0,1,2
ENSG00000176912.5,NA,ENSG00000176912.5,NA,NA,35,55,59,52,50,28,31,44,30,31,31,22
ENSG00000176890.16,TYMS,TYMS,7298,thymidylate synthetase,6220,6090,7831,5891,8402,7578,6220,6351,6683,5222,6875,4039
ENSG00000132199.20,ENOSF1,ENOSF1,55556,enolase superfamily member 1,601,633,921,657,920,772,789,791,841,834,871,773
ENSG00000176105.14,YES1,YES1,7525,"YES proto-oncogene 1, Src family tyrosine kinase",4553,4249,5762,4324,5974,6692,4676,4571,5413,3803,5558,4704
ENSG00000264635.1,NA,ENSG00000264635.1,NA,NA,3,1,12,7,12,8,2,5,11,3,4,3
ENSG00000273355.1,NA,ENSG00000273355.1,NA,NA,3,3,6,8,5,0,2,4,5,7,7,7
ENSG00000132204.14,NA,ENSG00000132204.14,NA,NA,79,50,109,69,81,96,71,61,87,53,54,70
ENSG00000265417.1,LOC100129774,LOC100129774,100129774,ATPase family AAA domain containing 1 pseudogene,7,10,24,13,12,25,11,17,19,15,19,23
ENSG00000286975.1,NA,ENSG00000286975.1,NA,NA,2,2,0,3,0,7,3,2,5,1,4,1
ENSG00000101574.15,METTL4,METTL4,64863,"methyltransferase 4, N6-adenosine",741,743,1075,889,1092,866,910,842,998,780,897,765
ENSG00000266783.1,NA,ENSG00000266783.1,NA,NA,14,10,21,13,18,22,13,16,6,13,13,8
ENSG00000080986.13,NDC80,NDC80,10403,NDC80 kinetochore complex component,5822,5974,7720,5878,7543,5988,4576,4632,5659,4030,4989,6456
ENSG00000266405.3,CBX3P2,CBX3P2,645158,CBX3 pseudogene 2,12,10,28,19,12,15,15,12,26,9,7,12
ENSG00000101596.15,SMCHD1,SMCHD1,23347,structural maintenance of chromosomes flexible hinge domain containing 1,5421,5362,7347,5770,7851,8444,6221,5691,7212,5393,7446,6797
ENSG00000132205.11,EMILIN2,EMILIN2,84034,elastin microfibril interfacer 2,316,327,475,340,452,329,369,378,336,322,397,150
ENSG00000101577.9,LPIN2,LPIN2,9663,lipin 2,2135,2029,2571,2115,2896,2754,2357,2398,2360,2043,2773,1358
ENSG00000272625.1,NA,ENSG00000272625.1,NA,NA,1,0,1,1,0,1,1,3,5,2,1,3
ENSG00000263606.1,NA,ENSG00000263606.1,NA,NA,10,3,8,6,9,13,6,9,14,9,8,16
ENSG00000265907.2,NA,ENSG00000265907.2,NA,NA,1,3,2,1,3,3,2,2,2,3,4,1
ENSG00000266397.1,NA,ENSG00000266397.1,NA,NA,0,1,4,2,3,1,2,1,3,2,0,2
ENSG00000101605.12,MYOM1,MYOM1,8736,myomesin 1,1,0,0,1,1,0,2,1,0,3,3,4
ENSG00000272688.1,NA,ENSG00000272688.1,NA,NA,5,4,8,3,9,4,9,7,9,6,9,12
ENSG00000101608.12,MYL12A,MYL12A,10627,myosin light chain 12A,12809,12735,14155,13086,16735,14810,14932,13888,15598,12528,15494,13807
ENSG00000264235.6,MYL12-AS1,MYL12-AS1,104968399,MYL12A and MYL12B antisense RNA 1,11,21,14,16,23,10,15,14,11,12,19,23
ENSG00000118680.13,MYL12B,MYL12B,103910,myosin light chain 12B,16523,17687,20416,18483,22845,17382,17884,17240,20032,16360,19309,14744
ENSG00000177426.20,TGIF1,TGIF1,7050,TGFB induced factor homeobox 1,637,711,912,690,849,739,850,762,768,972,1117,708
ENSG00000266835.6,GAPLINC,GAPLINC,100505592,"gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA",0,1,0,1,3,1,4,3,2,8,14,11
ENSG00000177337.8,NA,ENSG00000177337.8,NA,NA,26,33,43,31,49,39,45,41,47,32,37,58
ENSG00000262001.1,NA,ENSG00000262001.1,NA,NA,22,24,32,26,44,44,45,33,56,58,56,53
ENSG00000266401.2,LOC105371967,LOC105371967,105371967,uncharacterized LOC105371967,2,1,3,3,0,1,1,2,5,3,1,7
ENSG00000264575.1,NA,ENSG00000264575.1,NA,NA,21,22,32,21,34,31,16,17,18,17,22,13
ENSG00000263753.8,LINC00667,LINC00667,339290,long intergenic non-protein coding RNA 667,299,336,509,376,492,440,410,401,407,378,510,306
ENSG00000198081.11,ZBTB14,ZBTB14,7541,zinc finger and BTB domain containing 14,648,663,978,671,964,851,731,734,882,687,856,660
ENSG00000235552.4,RPL6P27,RPL6P27,645387,ribosomal protein L6 pseudogene 27,591,599,628,683,652,444,671,626,617,763,899,4096
ENSG00000088756.12,ARHGAP28,ARHGAP28,79822,Rho GTPase activating protein 28,15,2,8,4,6,9,2,6,7,1,2,2
ENSG00000101680.15,LAMA1,LAMA1,284217,laminin subunit alpha 1,94,95,118,119,162,133,222,201,166,293,384,177
ENSG00000173482.16,PTPRM,PTPRM,5797,protein tyrosine phosphatase receptor type M,780,753,1042,888,1119,1257,1103,1101,1207,1208,1650,1252
ENSG00000273368.1,NA,ENSG00000273368.1,NA,NA,2,2,2,1,4,4,4,2,2,5,9,0
ENSG00000265413.1,NA,ENSG00000265413.1,NA,NA,3,3,3,2,4,2,1,2,1,1,6,9
ENSG00000206418.4,RAB12,RAB12,201475,"RAB12, member RAS oncogene family",1694,1695,2263,1759,2214,1897,1719,1656,1919,1461,1905,1618
ENSG00000266708.1,NA,ENSG00000266708.1,NA,NA,2,2,1,0,1,5,0,0,3,0,3,0
ENSG00000265962.1,GACAT2,GACAT2,100287082,gastric cancer associated transcript 2,9,8,8,3,13,5,5,6,4,8,3,7
ENSG00000168502.17,MTCL1,MTCL1,23255,microtubule crosslinking factor 1,1728,1702,2462,1724,2294,2025,1663,1629,1518,1398,1869,1088
ENSG00000272788.1,NA,ENSG00000272788.1,NA,NA,7,17,16,19,9,16,18,10,11,9,11,10
ENSG00000178127.13,NDUFV2,NDUFV2,4729,NADH:ubiquinone oxidoreductase core subunit V2,10,16,26,14,10,24,8,7,14,13,7,10
ENSG00000266053.2,NDUFV2-AS1,NDUFV2-AS1,101927275,NDUFV2 antisense RNA 1,33,21,33,20,26,19,21,21,22,19,18,12
ENSG00000101745.17,ANKRD12,ANKRD12,23253,ankyrin repeat domain 12,3865,3642,4822,4024,4928,5127,4150,3635,4940,4134,5235,7764
ENSG00000273284.1,NA,ENSG00000273284.1,NA,NA,42,37,46,23,55,49,45,54,62,62,68,96
ENSG00000264964.2,NA,ENSG00000264964.2,NA,NA,10,8,13,6,8,4,6,12,10,3,10,6
ENSG00000128791.12,TWSG1,TWSG1,57045,twisted gastrulation BMP signaling modulator 1,4104,3992,6390,4098,6071,5779,4612,4257,5653,3653,5097,4238
ENSG00000273335.1,NA,ENSG00000273335.1,NA,NA,6,5,6,8,7,1,1,5,10,6,3,4
ENSG00000017797.13,RALBP1,RALBP1,10928,ralA binding protein 1,3866,3868,4933,3681,5209,4695,3789,3673,4087,2949,4138,3642
ENSG00000154845.15,PPP4R1,PPP4R1,9989,protein phosphatase 4 regulatory subunit 1,4323,4447,5728,4233,5550,5019,4041,3950,4333,3113,4440,2796
ENSG00000263627.1,PPP4R1-AS1,PPP4R1-AS1,101927323,PPP4R1 antisense RNA 1,0,0,0,0,4,0,1,1,3,1,1,0
ENSG00000264644.1,NA,ENSG00000264644.1,NA,NA,7,4,4,5,4,6,4,5,7,7,7,13
ENSG00000168461.13,RAB31,RAB31,11031,"RAB31, member RAS oncogene family",5186,5057,6105,4838,6499,5744,4632,4350,5153,3834,5053,3514
ENSG00000266127.1,ZNF415P1,ZNF415P1,100419893,zinc finger protein 415 pseudogene 1,1,1,4,0,1,1,1,0,0,2,0,0
ENSG00000168454.12,TXNDC2,TXNDC2,84203,thioredoxin domain containing 2,11,20,22,9,18,21,14,14,12,4,9,3
ENSG00000272799.1,NA,ENSG00000272799.1,NA,NA,2,0,3,4,3,4,1,1,2,3,0,0
ENSG00000101558.13,VAPA,VAPA,9218,VAMP associated protein A,8368,9073,11653,9047,11990,9128,8764,8541,9865,7843,9447,9167
ENSG00000223138.1,RNA5SP450,RNA5SP450,100873695,"RNA, 5S ribosomal pseudogene 450",1,1,2,1,1,1,0,1,3,0,0,1
ENSG00000154856.13,APCDD1,APCDD1,147495,APC down-regulated 1,8,5,9,3,5,3,6,1,3,0,3,0
ENSG00000134265.13,NAPG,NAPG,8774,NSF attachment protein gamma,1444,1454,2071,1485,2095,1809,1844,1677,2183,1691,2056,1932
ENSG00000154864.12,PIEZO2,PIEZO2,63895,piezo type mechanosensitive ion channel component 2,2,2,3,6,5,2,3,2,4,1,3,0
ENSG00000141404.16,GNAL,GNAL,2774,G protein subunit alpha L,142,160,207,144,226,212,99,110,148,62,109,85
ENSG00000255112.3,CHMP1B,CHMP1B,57132,charged multivesicular body protein 1B,1648,1591,2349,1641,2249,1959,2074,1812,2184,1794,2510,1768
ENSG00000267165.1,NA,ENSG00000267165.1,NA,NA,0,0,1,0,1,0,1,0,1,1,0,6
ENSG00000154889.17,MPPE1,MPPE1,65258,metallophosphoesterase 1,267,271,355,297,420,292,339,328,322,278,355,218
ENSG00000141401.12,IMPA2,IMPA2,3613,inositol monophosphatase 2,231,232,270,218,286,192,140,195,175,130,139,96
ENSG00000267533.1,NA,ENSG00000267533.1,NA,NA,5,5,8,7,7,2,3,1,3,5,3,0
ENSG00000256616.3,NA,ENSG00000256616.3,NA,NA,3,4,10,3,3,1,12,5,3,4,8,4
ENSG00000267076.1,NA,ENSG00000267076.1,NA,NA,1,0,0,1,2,4,0,1,1,0,5,0
ENSG00000176194.18,CIDEA,CIDEA,1149,cell death inducing DFFA like effector a,2,2,1,0,2,2,0,3,4,1,4,2
ENSG00000280302.1,NA,ENSG00000280302.1,NA,NA,1,2,0,1,1,1,0,2,1,1,1,1
ENSG00000267069.1,NA,ENSG00000267069.1,NA,NA,4,5,6,4,5,7,5,4,5,2,5,4
ENSG00000176014.13,TUBB6,TUBB6,84617,tubulin beta 6 class V,16254,16769,20600,16211,22477,16559,16367,16989,13854,13778,17589,8483
ENSG00000141385.10,AFG3L2,AFG3L2,10939,AFG3 like matrix AAA peptidase subunit 2,2619,2683,3388,2614,3631,3457,2733,2610,2804,2085,2825,2037
ENSG00000141391.14,PRELID3A,PRELID3A,10650,PRELI domain containing 3A,60,54,89,62,80,72,49,64,60,70,50,44
ENSG00000267199.1,NA,ENSG00000267199.1,NA,NA,0,1,4,6,4,3,2,3,4,1,5,8
ENSG00000134278.15,SPIRE1,SPIRE1,56907,spire type actin nucleation factor 1,2588,2645,3352,2577,3580,3897,3191,3017,3390,3002,4431,3201
ENSG00000128789.21,PSMG2,PSMG2,56984,proteasome assembly chaperone 2,2036,2085,2562,2149,2814,2149,2120,2112,2312,2058,2585,2325
ENSG00000101624.11,CEP76,CEP76,79959,centrosomal protein 76,666,694,888,758,965,846,716,692,807,632,763,547
ENSG00000267249.1,NA,ENSG00000267249.1,NA,NA,34,28,51,40,45,54,29,34,48,36,25,32
ENSG00000175354.20,PTPN2,PTPN2,5771,protein tyrosine phosphatase non-receptor type 2,1403,1374,2006,1445,1963,1971,1565,1515,1993,1505,1936,2397
ENSG00000085415.16,SEH1L,SEH1L,81929,SEH1 like nucleoporin,2888,2924,3776,2946,3779,3462,3299,3029,3428,2637,3612,2334
ENSG00000101639.18,CEP192,CEP192,55125,centrosomal protein 192,1711,1735,2480,1848,2469,2436,1861,1690,2095,1542,2094,1692
ENSG00000168675.18,LDLRAD4,LDLRAD4,753,low density lipoprotein receptor class A domain containing 4,14,18,17,13,12,13,5,9,10,3,3,8
ENSG00000177150.13,FAM210A,FAM210A,125228,family with sequence similarity 210 member A,1087,1154,1517,1102,1750,1295,1218,1251,1417,1088,1411,1079
ENSG00000279962.1,NA,ENSG00000279962.1,NA,NA,0,0,0,2,1,2,1,0,4,0,0,2
ENSG00000101654.17,RNMT,RNMT,8731,RNA guanine-7 methyltransferase,2171,2428,3042,2416,3386,3099,2681,2540,3026,2483,3217,2644
ENSG00000176136.6,MC5R,MC5R,4161,melanocortin 5 receptor,1,2,2,3,4,0,2,2,3,2,1,2
ENSG00000243779.1,RPL36AP49,RPL36AP49,284230,ribosomal protein L36a pseudogene 49,2,2,2,3,5,0,2,0,1,2,0,1
ENSG00000175322.11,ZNF519,ZNF519,162655,zinc finger protein 519,313,350,474,369,474,448,386,313,482,330,415,454
ENSG00000186481.16,NA,ENSG00000186481.16,NA,NA,146,134,214,173,213,234,222,209,230,273,319,340
ENSG00000212329.1,RNU6-316P,RNU6-316P,106481279,"RNA, U6 small nuclear 316, pseudogene",0,0,3,0,0,2,0,0,1,3,3,3
ENSG00000266145.1,RHOT1P1,RHOT1P1,100462813,ras homolog family member T1 pseudogene 1,7,4,16,6,3,15,3,13,7,12,8,18
ENSG00000283294.1,NA,ENSG00000283294.1,NA,NA,6,3,9,7,10,4,2,8,11,13,13,17
ENSG00000274214.1,NA,ENSG00000274214.1,NA,NA,7,4,9,5,4,10,6,6,4,7,5,1
ENSG00000265787.2,NA,ENSG00000265787.2,NA,NA,3,2,1,4,1,1,3,2,0,5,3,3
ENSG00000286593.1,NA,ENSG00000286593.1,NA,NA,8,10,12,7,11,16,10,5,14,13,10,10
ENSG00000266242.1,GRAMD4P7,GRAMD4P7,100631251,GRAM domain containing 4 pseudogene 7,23,15,28,24,32,13,25,20,28,44,42,28
ENSG00000183206.17,POTEC,POTEC,388468,POTE ankyrin domain family member C,0,0,0,0,0,0,1,0,2,2,3,4
ENSG00000264570.1,NA,ENSG00000264570.1,NA,NA,1,3,2,1,4,1,5,2,2,1,2,0
ENSG00000180777.14,ANKRD30B,ANKRD30B,374860,ankyrin repeat domain 30B,150,190,303,224,319,224,270,329,498,324,306,842
ENSG00000265737.1,NA,ENSG00000265737.1,NA,NA,13,11,20,5,16,12,6,4,6,10,9,20
ENSG00000266554.2,LINC01443,LINC01443,400644,long intergenic non-protein coding RNA 1443,2,3,1,0,0,2,2,1,2,0,2,3
ENSG00000264301.1,LINC01444,LINC01444,101927642,long intergenic non-protein coding RNA 1444,79,102,143,133,154,106,153,128,138,170,189,79
ENSG00000266522.1,NA,ENSG00000266522.1,NA,NA,3,3,0,1,4,1,1,1,1,0,0,0
ENSG00000067900.8,ROCK1,ROCK1,6093,Rho associated coiled-coil containing protein kinase 1,5038,5029,6904,5276,7095,7722,5754,5141,6677,5079,7000,8602
ENSG00000265984.1,GREB1L-DT,GREB1L-DT,101927496,GREB1L divergent transcript,0,2,1,1,2,2,0,1,1,0,1,2
ENSG00000141449.14,GREB1L,GREB1L,80000,GREB1 like retinoic acid receptor coactivator,848,912,1155,956,1170,1407,1028,963,1012,747,1110,786
ENSG00000141446.11,ESCO1,ESCO1,114799,establishment of sister chromatid cohesion N-acetyltransferase 1,1092,1220,1642,1449,1806,1316,1191,1193,1621,1208,1422,1948
ENSG00000167088.11,SNRPD1,SNRPD1,6632,small nuclear ribonucleoprotein D1 polypeptide,5416,5658,7755,5774,7048,6598,5936,5583,7327,5338,6359,10288
ENSG00000158201.10,ABHD3,ABHD3,171586,"abhydrolase domain containing 3, phospholipase",484,475,700,518,845,598,623,623,739,605,690,479
ENSG00000101752.11,MIB1,MIB1,57534,MIB E3 ubiquitin protein ligase 1,4050,4173,5880,4424,5901,6185,4134,3701,5044,3477,4512,3687
